id,title,upload_date,duration,url,description
81dhoQGn-ww,"Why This Tokyo Steakhouse Makes $80,000 a Month Serving Monster Steaks",20260706,2588,https://www.youtube.com/watch?v=81dhoQGn-ww,"Shop Name Steak Lodge Shibuya Dogenzaka Branch
Map: https://maps.app.goo.gl/knW9G5qidiBJJRxd9
Address: 2-6-3 Dogenzaka, Shibuya-ku, Tokyo　

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
0:55 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Steak #Meat #TokyoGourmet"
J595uuZxdt4,Lid Won’t Close! Why Does This Chef Cook 5 lbs Monster Bento Daily with ZERO Profit?!,20260705,2278,https://www.youtube.com/watch?v=J595uuZxdt4,"Shop Name　Hokka Hokka Taisho
Map　https://maps.app.goo.gl/JskfYAo3KG1UucyK6
Address　9-27 Kosone-cho, Kiryu, Gunma　

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
0:40 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Bento #Karaage #Tempura #StreetFood"
tlBCv2bhvwo,Why Workers Keep This Hidden Osaka Diner Packed Every Single Night!,20260705,10810,https://www.youtube.com/watch?v=tlBCv2bhvwo,"0:00 Shop Name: Obanzai Suzu
Map: https://maps.app.goo.gl/7ZBbWgK2eSd7CyqM8
Address: 1st Floor, SUN’S Building, 1-18-9 Tenjinbashi, Kita Ward, Osaka City, Osaka Prefecture

50:13 Shop Name　Rie's Yakisoba Chintonshan ~Panda Ya~
Map　https://maps.app.goo.gl/7GiZ9c3Ka9aXZeN28
Address　23 Asahi-cho, Seto City, Aichi Prefecture

1:15:50 Shop Name　Brand Pork Tonkatsu Shibaken
Map　https://maps.app.goo.gl/4GLEpPbeDNLcYUJTA
Address　1-13-8 Uchidai-cho, Miyakojima-ku, Osaka

1:49:04 Shop Name　Steak & Hamburger Maedatei Kazo
Map　https://maps.app.goo.gl/GXWBvSn2DASAKqz28
Address　1-6-49 Atago, Kazo City, Saitama Prefecture

2:28:37 Shop Name　JOHN Kariosutoro
Map　https://maps.app.goo.gl/bqokkPh1Rpi9UHDY6
Address　2-251 Nukashinbo, Kanazawa City, Ishikawa Prefecture　

※ Please note that the information in this video is accurate as of the time of filming.

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Food #Japan #JapaneseStreetFood"
E_0f-dQlwKQ,Genghis Khan Meets Ramen?! Master Cooks 3 lbs Monster Lamb for This Insane $8 Miso Ramen Shop,20260704,1316,https://www.youtube.com/watch?v=E_0f-dQlwKQ,"Shop Name　Horyu Sohonten
Map　https://maps.app.goo.gl/Y7Uar1ga5cWxeAy77
Address　3-chome, Minami 6-jo Nishi, Chuo-ku, Sapporo, Hokkaido　

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
0:27 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Ramen #Hokkaido #JapaneseStreetFood"
UFhrIuuAy74,She Serves $4 Japanese Savory Pancake with a 5 lbs Monster Jumbo Chicken! Ultimate Meat Feast,20260703,2713,https://www.youtube.com/watch?v=UFhrIuuAy74,"Shop Name　Okonomiyaki Yamada
Map　https://maps.app.goo.gl/8ybjL6CVfuhYATZa9
Address　203 Kozainishi-machi, Takamatsu, Kagawa　

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
0:54 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA


#Okonomiyaki #Yakisoba #JapaneseFood #StreetFood"
DkE340Rs1rY,1 MENU ONLY? 69 Grandfather & His Daughter run Ramen Shop!,20260702,1789,https://www.youtube.com/watch?v=DkE340Rs1rY,"Shop Name　Idehara
Map　https://maps.app.goo.gl/Nto4cJF4iuV5qcnD7
Address　2827 Kasaoka, Kasaoka-shi, Okayama

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
0:29 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#ramen #udon #friedrice #japanesefood"
ubgC7YKWPgs,Served in 5 Seconds! Japan’s $3 Soba Shop for Hungry Workers,20260702,1655,https://www.youtube.com/watch?v=ubgC7YKWPgs,"Restaurant Name: Udon & Soba Restaurant Fukutaro
Map: https://maps.app.goo.gl/AmQD8844sWvi98r27
Address: 1F, 6-9-15 Oshima, Koto-ku, Tokyo

※ Please note that the information in this video is accurate as of the time of filming.

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#udon  #soba #TokyoFood"
uZ6sh56kgfs,Crazy Busy Japanese Diner! 3 Women Harvest & Cook 200 lbs of Organic Veggies for a $7 Feast!,20260701,1313,https://www.youtube.com/watch?v=uZ6sh56kgfs,"Shop Name　Nanoan
Map　https://g.page/nanoan_organic?share
Address　1F, Okubo-machi Ekimae 2-8-15, Akashi-shi, Hyogo

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
0:17 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Soba #Food #Japan"
6kLdsGHGMUM,Only 1 Hour of Sleep! 50yo Master Blasts 300 lbs of Chinese Soup & $2 Fried Rice Solo From 3 AM,20260630,1670,https://www.youtube.com/watch?v=6kLdsGHGMUM,"Shop Name　Kaisen Chuka Ryori Don
Map　https://maps.app.goo.gl/pF6e6cdQECDVo8vc7
Address　1-35 Misasagidai, Koryo-cho, Kitakatsuragi District, Nara
　
※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
0:24 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#FriedRice #Ramen #JapaneseFood #StreetFood"
_xFS4eqwbKU,Why This 39-Year-Old Owner’s 1kg Lean Steak Disappears in Minutes,20260629,1613,https://www.youtube.com/watch?v=_xFS4eqwbKU,"Store Name　Jinsei Iki ni Kanszu (Steak & Café)
Map　https://maps.app.goo.gl/Ysf43n3FHNdENxjP7
Address　346-3 Iinocho Higashi-ni, Marugame City, Kagawa Prefecture, Japan

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Highlights
00:39 Main Feature
13:42 Grilling a 420g lean steak
20:36 An elderly man who eats steak every week

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Teppanyaki #Steak #ThickCutShop Name"
jyyb9NfhxtY,Father of 4 Daughters Breaks 200 lbs of Bones Solo to Cook Tokyo-Style Monster $7 Ramen!,20260629,1869,https://www.youtube.com/watch?v=jyyb9NfhxtY,"Shop Name　Ramen Kokodake Taisho Branch
Map　https://maps.app.goo.gl/bkDN3qPg2pzSTg8x5
Address　1-18-2 Sanzenya Higashi, Taisho Ward, Osaka City　

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
0:39 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Ramen #Osaka #JapaneseStreetFood"
0o_ctLvXhbU,Open 24 Hours! Why Hungry Locals Rush for $7 Monster Pork Soup at 3 AM in Japan,20260628,1729,https://www.youtube.com/watch?v=0o_ctLvXhbU,"Shop Name　Doyama Shokudo Bekkan
Map　https://maps.app.goo.gl/Z7z6yEtwbUzL3TSd9
Address　6-11 Doyama-cho, Kita-ku, Osaka　

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
0:44 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Osaka #Food #JapaneseStreetFood"
arydhghF8UI,The Most Remote Roadside Diner in Japan (Inside a Ghost Town Mountain Village!),20260628,5191,https://www.youtube.com/watch?v=arydhghF8UI,"0:00 Shop Name　Ekimae Shokudo
Map　https://maps.app.goo.gl/pVdqUqp8VuitsQdQA?g_st=com.google.maps.preview.copy
Address  1370-1 Ogawa, Ootoyo-cho, Nagaoka-gun, Kochi Prefecture

26:58 Shop name　Kaneto Shokudo
Map　https://maps.app.goo.gl/GPL3GunGxcSNiLuj9
Address　1-2-16 Muroyamachi, Imabari City, Ehime Prefecture

59:39 Shop Name　Diner MARUKO
Map　https://goo.gl/maps/Sc8qgqgFq6oNE4AE8
Address　Shimohori 41-7, Toyama-shi, Toyama　

※ Please note that the information in this video is accurate as of the time of filming.


Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Food #Japan #JapaneseStreetFood"
PLjyr5Svmgk,80yo Staff Blasts 300 lbs of Forbidden Black Soup for This Insane $6 Ramen in Japan!,20260627,1359,https://www.youtube.com/watch?v=PLjyr5Svmgk,"Shop Name　Hideoya Nakata
Map　https://maps.app.goo.gl/vPbQUmszLvt67pHDA
Address　1-11-17 Nakata, Toyama City, Toyama Prefecture
　
※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
         Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Ramen #Food #JapaneseStreetFood"
T7ZJUjz-6KA,He Serves $7 Ramen with a 5 lbs Monster Mountain Rice! Japan's Ultimate Carb Challenge,20260626,1755,https://www.youtube.com/watch?v=T7ZJUjz-6KA,"Shop Name　Yokohama Iekei Ramen Kokoro
Map　https://maps.app.goo.gl/vCxVJHVruQ6AxWH66
Address　1F Room A, 1-2-4 Obata, Moriyama-ku, Nagoya, Aichi　

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
0:37 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Ramen #Food #JapaneseStreetFood"
1Vdbn1RMfl0,His Cafe Was About to Close Until His Daughter Gave Him This 1 Genius Idea...,20260626,1871,https://www.youtube.com/watch?v=1Vdbn1RMfl0,"Shop Name　Dashimaki Tamago Specialty Store Hyakka
Map　https://maps.app.goo.gl/JhhhtAfrGJ93tnpB7
Address　1-14-27 Shitennoji, Tennoji-ku, Osaka City, Osaka Prefecture　

※ Please note that the information in this video is accurate as of the time of filming.

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#DashimakiTamago #Eggroll #JapaneseStreetFood"
AiIzPbsSiUQ,Hidden Deep in the Mountains?! A Drive-In Udon Shop That Opens at 6AM!,20260625,2784,https://www.youtube.com/watch?v=AiIzPbsSiUQ,"Shop Name　Sugichaya Udon
Map　https://goo.gl/maps/XPkAtJVMcXG7yNTm8
Address　1552-4 Kawaguchi, Tatebe-cho, Kita-ku, Okayama City, Okayama Prefecture

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
1:11 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#udon #tempura #noodles #japanesefood"
JjztKrejrN8,How This Fried Rice King Works His Wrists to the Bone Making 1.2kg Fried Rice,20260625,3356,https://www.youtube.com/watch?v=JjztKrejrN8,"Shop Name Chinese Restaurant Daishintei
MAP: https://maps.app.goo.gl/PBVLMri3Lua3x1Sc8
Address: 184 Daigakuji-cho, Hachioji City, Tokyo

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
0:55 Main Content
1:37 Preparing Karaage
21:00 Preparing Fried Rice
25:29 Menu

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Ramen #FriedRice #friedchicken"
m1dc7NoOv2M,Diner Cooks with ZERO Profit! Slicing 200 lbs of Premium Brand Pork for a Crazy $10 Set Meal!,20260624,2078,https://www.youtube.com/watch?v=m1dc7NoOv2M,"Shop Name　Komedokoro Shibei
Map　https://maps.app.goo.gl/3CGQYSoTLn6RcSex8
Address　4-6-11 Itami, Itami City, Hyogo　

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
0:20 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Tonkatsu #Food #JapaneseStreetFood"
LIxqF6wvLnU,This $7 Japanese Chicken & Pork Ramen with 300 lbs of Addictive Creamy Soup is Insane!,20260623,1555,https://www.youtube.com/watch?v=LIxqF6wvLnU,"Shop Name　Menya WaBISABI
Map　https://maps.app.goo.gl/7r5xAgukLp7sXx9w5
Address　57-1 Yasuda, Fuchu-machi, Toyama, Toyama　

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
0:25 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Ramen #Curry #JapaneseStreetFood"
vN6J7nuHWPc,How This Ramen Chef Keeps the Founder’s Recipe Alive with 29-Hour Tonkotsu Soup,20260623,2756,https://www.youtube.com/watch?v=vN6J7nuHWPc,"Shop　Sandaime Senpachi Raiken
Map　https://maps.app.goo.gl/Z2onciFM8qJbtAHv6
Address　Daichi Daiichi Building, 2-2-30 Tokaichi-machi, Naka-ku, Hiroshima City, Hiroshima Prefecture, Japan

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Digest
0:32 Main Feature

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#ramen #japanesefood #noodles"
9BQ08daIMaY,Why Work with No Rest?! The Secret of a 72yo Master Cooking 300 lbs of Addictive Oden,20260622,2309,https://www.youtube.com/watch?v=9BQ08daIMaY,"Shop Name　Maruhei Ramen Shimada
Map　https://maps.app.goo.gl/q8pq8uMuCPh2zBAJA
Address　2-810 Shimada, Tempaku-ku, Nagoya, Aichi　

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
0:54 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Ramen #Food #JapaneseStreetFood"
h2iX4n8ywPA,Why This Japanese Chef’s Tempura Bowl Sells 200 Times a Day — and How He Makes It,20260622,1597,https://www.youtube.com/watch?v=h2iX4n8ywPA,"Shop Name Akasaka Tenbara-don Hoshino-ya
Map: https://maps.app.goo.gl/3JtW7wwwtDjCv5so8
Address: 1F Matsuda Building, 2-9-2 Akasaka, Minato-ku, Tokyo　　

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
0:21 Main Content
11:24 Menu

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Tempura #Lunch #tokyofood"
crVeiIATiPA,800 People Line Up! Tokyo’s Craziest $7 Iekei Ramen Shop Boiling 400 lbs of Bones Daily!,20260621,2665,https://www.youtube.com/watch?v=crVeiIATiPA,"Shop Name　Ramen Miuraya
Map　https://maps.app.goo.gl/rfstwgQ6AZY18zKE7
Address　6-5-1 Kanamachi, Katsushika-ku, Tokyo　

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
1:11 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Ramen #Tokyo #JapaneseStreetFood"
